Page Title,Page Sub Title,Previous Page URL,Filter By Topics,Filter by Date,-,-,-
Gujarati,,,,,Murti ya chhabiyuni saane paap nivedan,મૂર્તી યા છબીયુંની સામે પાપ નીવેદન,http://s768147321.onlinehome.us/DadaReact/PD/MS05-055.pdf
Gujarati,,,,,Dhan dhan dhara charutar bhooomi shashwat,ધન ધન ધરા ચારૂત્તર ભૂમિ શાશ્વત,http://s768147321.onlinehome.us/DadaReact/PD/MS05-059.pdf
Gujarati,,,,,"Hira-jadit ""bandh"" kamado toting","હીરા-જડીત 'બંધ' કમાડો તોતીંગ",http://s768147321.onlinehome.us/DadaReact/PD/MS05-060.pdf
Gujarati,,,,,"Purva-par vanchayeli, manyatama ","પૂર્વા-પર વંચાયેલી, માન્યતામાં",http://s768147321.onlinehome.us/DadaReact/PD/MS05-061.pdf
Gujarati,,,,,Sargam padhani,સરગમ પધની,http://s768147321.onlinehome.us/DadaReact/PD/MS05-062.pdf
Gujarati,,,,,"Vagolya vinanu shastra, pashu chhata","વાગોળ્યાં વીનાનું શાસ્ત્ર, પશુ છતાં",http://s768147321.onlinehome.us/DadaReact/PD/MS05-066.pdf
Gujarati,,,,,"Gyan-gyan upkaray, deh-nauka","જ્ઞાન-જ્ઞાન ઊપકારાય, દેહ-નૌકા",http://s768147321.onlinehome.us/DadaReact/PD/MS05-067.pdf
Gujarati,,,,,"Chand-sooraj farj-maraj, swayamsahaj","ચાંદ - સૂરજ ફરજ - મરજ, સ્વયંસહજ",http://s768147321.onlinehome.us/DadaReact/PD/MS05-071.pdf
Gujarati,,,,,"Vadhare shanti no chhamkar, swadeshi","વધારે 'શાંતી'નો છમકાર, સ્વ-દેશી",http://s768147321.onlinehome.us/DadaReact/PD/MS05-074.pdf
Gujarati,,,,,"Bhave nahi kadvi dava, shurthi jag","ભાવે નહીં કડવી દવા, શૂરથી જગ",http://s768147321.onlinehome.us/DadaReact/PD/MS05-082.pdf
Gujarati,,,,,"Sachu-khotu bhan nai, bharde kalmo","સાચું - ખોટું ભાન નૈ, ભરડે કલમો",http://s768147321.onlinehome.us/DadaReact/PD/MS05-083.pdf
Gujarati,,,,,Antahskaranna roopla gyneyo,અંતઃસ્કરણનાં રૂપલાં જ્ઞેયો,http://s768147321.onlinehome.us/DadaReact/PD/MS05-087.pdf
Gujarati,,,,,Asadharan nischaye saheje sadharan,અ-સાધારણ નીશ્ચયે સહેજે સાધારણ,http://s768147321.onlinehome.us/DadaReact/PD/MS05-096.pdf
Gujarati,,,,,"Prayog-prayogi, pramanubandhi","પ્રયોગ - પ્રયોગી, પ્રમાણું-બંધી",http://s768147321.onlinehome.us/DadaReact/PD/MS05-099.pdf
Gujarati,,,,,Bhadrakali matajina aashrama,ભદ્રકાળી માતાજીનાં આશરામાં,http://s768147321.onlinehome.us/DadaReact/PD/MS05-76-2.pdf
Gujarati,,,,,Mul divathi pragto(dada divo-1),મૂળ દીવાથી પ્રગટો (દાદા દીવો-૧),http://s768147321.onlinehome.us/DadaReact/PD/MS05-A.pdf
Gujarati,,,,,Jay dada bhagwan(dada aarti),જય દાદા ભગવાન (દાદા આરતી),http://s768147321.onlinehome.us/DadaReact/PD/MS05-k.pdf
Gujarati,,,,,Divo kariae bhagwn(dada divo-2),દીવો કરીએ ભગવન (દાદા દીવો - ૨),http://s768147321.onlinehome.us/DadaReact/PD/page_0747.pdf
Gujarati,,,,,"Trikaran sitare, man buddhi, chitt, aham","ત્રિકરણ સિતારે, મન, બુદ્ધિ, ચિત્ત, અહમ",http://s768147321.onlinehome.us/DadaReact/PD/MS06-016.pdf
Gujarati,,,,,"Saurabhni sargam, nischal muktarambh","સૌરભની સરગમ, નીઃશ્ચલ મુક્તારંભ",http://s768147321.onlinehome.us/DadaReact/PD/MS06-017.pdf
Gujarati,,,,,"Atal-afar kudarat kanoon, hisabi matra","અટલ-અફર કુદરત કાનૂન, હીસાબી માત્ર",http://s768147321.onlinehome.us/DadaReact/PD/MS06-034.pdf
Gujarati,,,,,"Vanchi dekhi ghali ghaid, manyata thi magajma","વાંચી દેખી ઘાલી ઘૈડ, માન્યતાથી મગજમાં",http://s768147321.onlinehome.us/DadaReact/PD/MS06-036.pdf
Gujarati,,,,,Koine koino updesh lagto j nai,કોઈને કોઈનો ઉપદેશ લાગતો જ નૈય,http://s768147321.onlinehome.us/DadaReact/PD/MS06-038.pdf
Gujarati,,,,,"Mafatma deh maliyo chhe, gicho gich gansda karme","મફતમાં દેહ મળીયો છે, ગીચો-ગીચ ગાંસડાં કરમે",http://s768147321.onlinehome.us/DadaReact/PD/MS06-039.pdf
Gujarati,,,,,"Apraptni chintagnima, vartmane salagshe","અપ્રાપ્તની ચીંતાગ્નીમાં, વરતમાને સળગશે",http://s768147321.onlinehome.us/DadaReact/PD/MS06-040.pdf
Gujarati,,,,,Dadana bhakti-kirtan sidhu j aatam-ranjan,"દાદાનાં ભક્તિ-કિર્તન, સીધું જ આતમ-રંજન",http://s768147321.onlinehome.us/DadaReact/PD/MS06-041.pdf
Gujarati,,,,,"purvagrahothi bharelo maal mastake, tethi chali","પૂર્વગ્રહોથી ભરેલો માલ મસ્તકે, તેથી ચાલી",http://s768147321.onlinehome.us/DadaReact/PD/MS06-046.pdf
Gujarati,,,,,Aatamramni hajri chhe to kaayana dashrath,આતમરામની હાજરી છે તો કાયાનાં દશરથ,http://s768147321.onlinehome.us/DadaReact/PD/MS06-048.pdf
Gujarati,,,,,Antarna sukhne aavri nakhe parlakshi gha,અંતરનાં સુખને આવરી નાંખે પર-લક્ષી ઘા,http://s768147321.onlinehome.us/DadaReact/PD/MS06-049.pdf
Gujarati,,,,,"man,vach,kayno virodhabhas j be-surone","મન, વચ, કાયનો વિરોધાભાસ જ બે-સૂરોને",http://s768147321.onlinehome.us/DadaReact/PD/MS06-050.pdf
Gujarati,,,,,Purve sunelu ke ishwar chhe antaryami,પૂર્વે સૂણેલું કે ઈશ્વર છે અંતર્યામિ,http://s768147321.onlinehome.us/DadaReact/PD/MS06-052.pdf
Gujarati,,,,,Balak zankhe chhe je god te saumyata j matani,બાળક ઝંખે છે જે ગોદ તે સૌમ્યતા જ માતાની,http://s768147321.onlinehome.us/DadaReact/PD/MS06-055.pdf
Gujarati,,,,,"Kaik janmona gotavali, guchvya hisab","કૈક જનમોનાં ગોટાવાળી, ગૂંચવ્યાં હીસાબ",http://s768147321.onlinehome.us/DadaReact/PD/MS06-057.pdf
Gujarati,,,,,Dada ni gupta vichrna koi samji shake nahi,દાદાની ગુપ્ત વીચરણાં કોઈ સમજી શકે નહીં,http://s768147321.onlinehome.us/DadaReact/PD/MS06-058.pdf
Gujarati,,,,,Dada bhagwan gamme tya vichre pan amane,દાદા ભગવાન ગમ્મે ત્યાં વીચરે પણ અમને,http://s768147321.onlinehome.us/DadaReact/PD/MS06-059.pdf
Gujarati,,,,,Sat bodh mokshagami chokkhu j amarat,સત બોધ મોક્ષગામી ચોખ્ખું જ અમરત,http://s768147321.onlinehome.us/DadaReact/PD/MS06-061.pdf
Gujarati,,,,,"Udvegkari,ahitkari,ashuddh chitt ne buddhi","ઊદ્વેગકારી, અહીતકારી, અશુદ્ધ-ચિત્ત ને બુદ્ધિ",http://s768147321.onlinehome.us/DadaReact/PD/MS06-062.pdf
Gujarati,,,,,Niti parayan kartavye khant prapta gharma sanistha,નીતી પરાયણ કર્તવ્યે ખંત પ્રાપ્ત ઘરમાં સંનીષ્ઠા,http://s768147321.onlinehome.us/DadaReact/PD/MS06-065.pdf
Gujarati,,,,,"Lokothi andith sahjatma-murti, tema vali","લોકોથી અણદીઠ સહજાત્મ-મૂર્તિ, તેમાં વળી",http://s768147321.onlinehome.us/DadaReact/PD/MS06-066.pdf
Gujarati,,,,,Komaltam aa karuna-murti prempurna sar chhe,કોમલતમ આ કરૂણા-મૂર્તિ પ્રેમપૂર્ણ સાર છે,http://s768147321.onlinehome.us/DadaReact/PD/MS06-067.pdf
Gujarati,,,,,Kaydesar vastuma nhoye virodhabhas,કાયદેસર વસ્તુમાં ન્હોયે વિરોધાભાસ,http://s768147321.onlinehome.us/DadaReact/PD/MS06-071.pdf
Gujarati,,,,,"Jay sachchidanand, sat keval he nirupam","જય સચ્ચિદાનંદ, સત કેવળ હે નીરુપમ",http://s768147321.onlinehome.us/DadaReact/PD/MS06-074.pdf
Gujarati,,,,,Vanini khulli athadaman tir-chhutela,વાણીની ખૂલ્લી અથડામણ તીર-છૂટેલાં,http://s768147321.onlinehome.us/DadaReact/PD/MS06-076.pdf
Gujarati,,,,,"Ho dada, sunjo amari stuti, karunasagar","હો દાદા, સૂણજો અમારી સ્તુતિ, કરૂણાસાગર",http://s768147321.onlinehome.us/DadaReact/PD/MS06-077.pdf
Gujarati,,,,,"Ahankar aathde, ne sukh-dukh lagni, gamo","અહંકાર આથડે, ને સુખ-દુઃખ લાગણી, ગમો",http://s768147321.onlinehome.us/DadaReact/PD/MS06-080.pdf
Gujarati,,,,,Aangli Kapvi Hoy to Ghaljo Aangli yantra ma,આંગળી કાપવી હોય તો ઘાલજો આંગળી યંત્રમાં,http://s768147321.onlinehome.us/DadaReact/PD/MS06-083.pdf
Gujarati,,,,,"nakli maal, kalu bajar, vani ye jyan chhal",નકલી માલ કાળું બજાર વાણીયે જ્યાં છળ ભરી,http://s768147321.onlinehome.us/DadaReact/PD/MS06-084.pdf
Gujarati,,,,,Koi vat lidhi man par khole bhitar kaik star,કોઈ વાત લીધી મન પર ખોલે ભીતર કંઈક સ્તર,http://s768147321.onlinehome.us/DadaReact/PD/MS06-088.pdf
Gujarati,,,,,"Jene kyay pade nahi ""gunch"" ae sacha drashta","જેને ક્યાંય પડે નહીં 'ગૂંચ' એ સાચાં-દ્રષ્ટા",http://s768147321.onlinehome.us/DadaReact/PD/MS06-089.pdf
Gujarati,,,,,soorajni sankhe hath jhalya pachhi chhode nahi,સૂરજની સાખે હાથ ઝાલ્યાં પછી છોડે નહીં,http://s768147321.onlinehome.us/DadaReact/PD/MS06-090.pdf
Gujarati,,,,,"Agnano aalamma, murta-murt mashlayo,andharu","અજ્ઞાનો આલમમાં, મૂર્તા-મૂર્ત મશલયો, અંધારૂં",http://s768147321.onlinehome.us/DadaReact/PD/MS06-091.pdf
Gujarati,,,,,"He nitya samaran vandna, shree mukh vani sohini","હે નીત્ય સમરણ વંદના, શ્રી મુખ વાણી સોહીણી",http://s768147321.onlinehome.us/DadaReact/PD/MS06-092.pdf
Gujarati,,,,,"Rog, bhay, vikar-mukta nij shuddhgyan","રોગ, ભય, વિકાર-મુક્ત નીજ શુદ્ધજ્ઞાન",http://s768147321.onlinehome.us/DadaReact/PD/MS06-094.pdf
Gujarati,,,,,"Jo drashyoka hain drashta, aur gyneyo ka hain","जो द्रश्योंका है 'द्रष्टा', ओर 'ज्ञेयों' का है",http://s768147321.onlinehome.us/DadaReact/PD/MS06-098.pdf
Gujarati,,,,,Akkalvala kothlana upaje na char aaana,અક્ક્લવાળા કોથળાનાં ઊપજે ન ચાર આના,http://s768147321.onlinehome.us/DadaReact/PD/MS06-100.pdf
Gujarati,,,,,"Jagat-vigat chhe karagar, Vishesh laksh j chitrakar","જગત-વીગત છે કારાગાર, વીશેષ લક્ષ જ ચિત્રાકાર",http://s768147321.onlinehome.us/DadaReact/PD/MS06-104.pdf
Gujarati,,,,,Rasto paar karvama to lok rakhe chhe,રસ્તો પાર કરવામાં તો લોક રાખે છે,http://s768147321.onlinehome.us/DadaReact/PD/page_1502.pdf
Gujarati,,,,,Sarva kaalma ae anupama moksha-murtimaan,સર્વ કાળમાં એ અનુપમા મોક્ષ-મૂર્તિમાન,http://s768147321.onlinehome.us/DadaReact/PD/page_1521.pdf
Gujarati,,,,,"Gadhedaae to bhebhane, halavine ulali","ગધેડાએ તો બેભાને, હલાવીને ઊલાળી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-004.pdf
Gujarati,,,,,"Manovani ne kayana, dusham vyapar","મનોવાણી ને કાયાનાં, દુષમ વ્યાપાર",http://s768147321.onlinehome.us/DadaReact/PD/MS07-006.pdf
Gujarati,,,,,Surbhit aatmana dilthi swagat thay,સુરભીત આત્માના દીલથી સ્વાગત થાય,http://s768147321.onlinehome.us/DadaReact/PD/MS07-010.pdf
Gujarati,,,,,"Rog, bhay, vikar-mukta nij shuddhgyan","રોગ, ભય, વિકાર-મુક્ત નીજ શુદ્ધજ્ઞાન",http://s768147321.onlinehome.us/DadaReact/PD/MS07-019.pdf
Gujarati,,,,,"Manav seva sushrushanu ""karya"" dipave","માનવ સેવા સુશ્રુષાનું 'કાર્ય' દીપાવે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-026.pdf
Gujarati,,,,,"Dada bhagwan, sukhdham anant he","દાદા ભગવાન, સુખધામ અનંત હે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-027.pdf
Gujarati,,,,,"Kon jaane? Kyare, padi hshe sutar","કોણ જાણે? ક્યારે, પડી હશે સૂતર",http://s768147321.onlinehome.us/DadaReact/PD/MS07-029.pdf
Gujarati,,,,,Aapno Swa-prakash j Vistare,આપણો સ્વ-પ્રકાશ જ વીસ્તરે,http://s768147321.onlinehome.us/DadaReact/PD/MS07-030.pdf
Gujarati,,,,,"Bhadka lagya, ne dajhya, jag moho","ભડકાં લાગ્યાં, ને દાઝ્યાં, જગ-મોહો",http://s768147321.onlinehome.us/DadaReact/PD/MS07-031.pdf
Gujarati,,,,,"Je dhyan, chintvanathi tankho pade","જે ધ્યાન, ચિંત્વનાથી, તણખો પડે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-032.pdf
Gujarati,,,,,Jaroor vagarna parigrahothi luntali,જરૂર વગરનાં પરિગ્રહોથી લુંટાળી,http://s768147321.onlinehome.us/DadaReact/PD/MS07-033.pdf
Gujarati,,,,,"Avalu kai lagi, khunche tya j ubhi","અવળું કંઈ લાગી, ખૂંચે, ત્યાં જ ઊભી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-034.pdf
Gujarati,,,,,"Mudh-chhandi grahthi ""apad"" ukaltu","મૂઢ-છંદી ગ્રહથી ""અપદ"" ઊકળતું",http://s768147321.onlinehome.us/DadaReact/PD/MS07-035.pdf
Gujarati,,,,,"Aadhi, vyadhi, upadhima, bhogvato","આધિ, વ્યાધિ, ઊપાધિમાં, ભોગવટો",http://s768147321.onlinehome.us/DadaReact/PD/page_1540.pdf
Gujarati,,,,,Ahankar chhe te jage bandhe mamat-kundalu,અહંકાર છે તે જગે બાંધે મમત-કુંડાળું,http://s768147321.onlinehome.us/DadaReact/PD/page_1504.pdf
Gujarati,,,,,"Pragat purushnu sharnu, paramaschryakari","પ્રગટ પુરૂષનું શરણું, પરમાશ્ચર્યકારી",http://s768147321.onlinehome.us/DadaReact/PD/page_1520.pdf
Gujarati,,,,,"Karta parmanune tema, jiv, shodhe","કર્તા' પરમાણું ને તેમાં, જીવ, શોધે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-042.pdf
Gujarati,,,,,"Mano, buddhi, ahankar chitt chale","મનો, બુદ્ધિ, અહંકાર ચીત્ત ચાલે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-044.pdf
Gujarati,,,,,Ahankar chhe tya mamta sikshma jaalu,અહંકાર છે ત્યાં મમતા સૂક્ષ્મ જાળું,http://s768147321.onlinehome.us/DadaReact/PD/MS07-045.pdf
Gujarati,,,,,Trekalya vandniy guniyal mat pavitar,ત્રૈકાલ્ય વંદનીય ગુણીયલ માત પવિતર,http://s768147321.onlinehome.us/DadaReact/PD/MS07-046.pdf
Gujarati,,,,,"Kayane bethak manine ""jiv"" khunche","કાયાને બેઠક માનીને 'જીવ' ખૂંચે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-049.pdf
Gujarati,,,,,Gyani purushna dakhlama charey,જ્ઞાની પુરૂષનાં દાખલામાં ચારેય,http://s768147321.onlinehome.us/DadaReact/PD/MS07-050.pdf
Gujarati,,,,,"Paramarthi pagla pawan, tya swaparne","પરમાર્થી પગલાં પાવન, ત્યાં સ્વાર્પણે",http://s768147321.onlinehome.us/DadaReact/PD/page_1525.pdf
Gujarati,,,,,Jene kayani behakni sachi kayam,જેણે કાયાની બેઠકને સાચી કાયમી,http://s768147321.onlinehome.us/DadaReact/PD/MS07-052.pdf
Gujarati,,,,,"Mano buddhi Ne Chitt-aham, khatlana","મનો-બુદ્ધિ, ચીત્ત-અહમ, ખાટલાનાં",http://s768147321.onlinehome.us/DadaReact/PD/MS07-053.pdf
Gujarati,,,,,"Dada, dada, dadana kirtan karta kavi","દાદા, દાદા, દાદાનાં કીર્તન કરતાં કવી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-054.pdf
Gujarati,,,,,"Akhand lagni, pragat prabhuni, sahune","અખંડ લગની, પ્રગટ પ્રભુની, સહુને",http://s768147321.onlinehome.us/DadaReact/PD/MS07-056.pdf
Gujarati,,,,,Ahad bhavothi phutyu mithyatva,અહદ ભવોથી કુટ્યું મીથ્યાત્વ,http://s768147321.onlinehome.us/DadaReact/PD/MS07-057.pdf
Gujarati,,,,,"Tantatma ga-man tufan,bheli","તાંતાત્મા ગ-મન તુફાન, ભેળી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-058.pdf
Gujarati,,,,,"Ahamne bhed-vinashi, hriday-sanjivi","અહમ ને ભેદ-વીનાશી, હ્રદય-સંજીવી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-059.pdf
Gujarati,,,,,Duniya sanchalak Nihschetan,દુનિયા સંચાલક નીઃશ્ચેતન,http://s768147321.onlinehome.us/DadaReact/PD/MS07-061.pdf
Gujarati,,,,,Aapmele Chalti Man-Motor,આપમેળે ચલતી મન-મોટર,http://s768147321.onlinehome.us/DadaReact/PD/MS07-062.pdf
Gujarati,,,,,Mankha roop ghadulama panch panch kana,મનખા રૂપ ઘડૂલામાં પાંચ પાંચ કાણાં,http://s768147321.onlinehome.us/DadaReact/PD/MS07-063.pdf
Gujarati,,,,,Koi kaale aavi deshna sambhali noti,"કોઈ કાળે આવી દેશના સાંભળી નો'તી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-064.pdf
Gujarati,,,,,"Nakli maal, kalu bajar, vani me","નકલી માલ, કાળું બજાર, વાણી મેં",http://s768147321.onlinehome.us/DadaReact/PD/MS07-065.pdf
Gujarati,,,,,Kada-mata-satyagrah vishwamargi,કદા-મતા-સત્યાગ્રહ વીશ્વમાર્ગી,http://s768147321.onlinehome.us/DadaReact/PD/MS07-066.pdf
Gujarati,,,,,"Jay sachchidanand, satyug lavse","જય સચ્ચિદાનંદ, સતયુગ લાવશે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-068.pdf
Gujarati,,,,,Laakho loko sudhi kalyane chhe,લાખો યુગો સુધી કલ્યાણે છે,http://s768147321.onlinehome.us/DadaReact/PD/MS07-070.pdf
Gujarati,,,,,Aapna Swa-pad Aeva samo lage lekhe,આપણાં સ્વ-પદ એવાં સમો લાગે લેખે,http://s768147321.onlinehome.us/DadaReact/PD/MS07-071.pdf
Gujarati,,,,,Prapta prakruti chhe hisabit prayog,પ્રાપ્ત પ્રકૃતિ છે હીસાબીત પ્રયોગ,http://s768147321.onlinehome.us/DadaReact/PD/MS07-073.pdf
Gujarati,,,,,"Lobh-lakshmi-vishay kaaj, hetu-lakshi","લોભ-લક્ષ્મી-વીષય કાજ, હેતુ-લક્ષી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-076.pdf
Gujarati,,,,,"Atindriya chetna dada, jagavi aape","અતિન્દ્રિય ચેતના દાદા, ઝગાવી આપે",http://s768147321.onlinehome.us/DadaReact/PD/MS07-077.pdf
Gujarati,,,,,Pote j aarop kari khilvel,પોતે જ આરોપ કરી ખીલવેલ,http://s768147321.onlinehome.us/DadaReact/PD/MS07-078.pdf
Gujarati,,,,,Hit-hitne visrave granthi aavran,હીતા-હીતને વીસરાવે ગ્રંથિ આવરણ,http://s768147321.onlinehome.us/DadaReact/PD/MS07-081.pdf
Gujarati,,,,,"Mel vinana chhando layne, vanchi sunta","મેળ વિનાનાં છંદો લયને, વાંચી સૂણતાં",http://s768147321.onlinehome.us/DadaReact/PD/MS07-082.pdf
Gujarati,,,,,"Mithya mohini chitt dagave, halbal","મીથ્યા મોહીની ચીત્ત ડગાવે, હલબલ",http://s768147321.onlinehome.us/DadaReact/PD/MS07-083.pdf
Gujarati,,,,,"Teji-mandi je vepare, tene kahiye raag","તેજી-મંદી જે વેપારે, તેને કહીયે રાગ",http://s768147321.onlinehome.us/DadaReact/PD/MS07-084.pdf
Gujarati,,,,,"Purna triyoge antahskaran, varto varto","પૂર્ણ ત્રિયોગે અંતઃસ્કરણ, વર્તો વર્તો",http://s768147321.onlinehome.us/DadaReact/PD/MS07-086.pdf
Gujarati,,,,,"There is no worry in ""Real"" ""I""","There is no worry in 'Real' 'I'",http://s768147321.onlinehome.us/DadaReact/PD/MS07-087.pdf
Gujarati,,,,,"Shastradhare, buddhivade thay chhe paroksh","શાસ્ત્રાધારે, બુદ્ધિવાદે, થાય છે પરોક્ષ",http://s768147321.onlinehome.us/DadaReact/PD/MS07-088.pdf
Gujarati,,,,,Antarna sukhne aavri nakhe parlakshi,અંતરનાં સુખને આવરી નાંખે પરલક્ષી,http://s768147321.onlinehome.us/DadaReact/PD/MS07-090.pdf
Gujarati,,,,,"Gadarbh se gadarbh mile, hoti latam laat","ગદર્ભ સે ગદર્ભ મીલે, હોતી લાતમ લાત",http://s768147321.onlinehome.us/DadaReact/PD/MS07-091.pdf
Gujarati,,,,,"Treshna, trekhadna tanta, patale pugiya","ત્રેષણાં, ત્રેખડનાં તાંતાં, પાતાળે પૂગીયાં",http://s768147321.onlinehome.us/DadaReact/PD/MS07-092.pdf
Gujarati,,,,,Vahi poth jiv vanzar bhavran fafla,"વહી પોઠ 'જીવ' વણઝાર ભવરણ ફાફલા",http://s768147321.onlinehome.us/DadaReact/PD/MS07-093.pdf
Gujarati,,,,,Marva janme tene kayam ukala,મરવા જન્મે તેને કાયમ ઊકાળા,http://s768147321.onlinehome.us/DadaReact/PD/MS07-094.pdf
Gujarati,,,,,Gyani parmarthi ujjaval udayachal,જ્ઞાની પરમાર્થી ઊજ્જવળ ઉદયાચલ,http://s768147321.onlinehome.us/DadaReact/PD/MS07-095.pdf
Gujarati,,,,,"He nitya samaran vandna, shree mukh vani sohini","હે નીત્ય સમરણ વંદના, શ્રી મુખ વાણી સોહીણી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-096.pdf
Gujarati,,,,,"Ahankar aathde, ne sukh-dukh lagni","અહંકાર આથડે, ને સુખ-દુઃખ લાગણી",http://s768147321.onlinehome.us/DadaReact/PD/MS07-097.pdf
Gujarati,,,,,"Pratisthit ahankar, adhisthane vishwa","પ્રતીષ્ઠિત અહંકાર, અધિષ્ઠાને વીશ્વ",http://s768147321.onlinehome.us/DadaReact/PD/MS07-102.pdf
Gujarati,,,,,"Sankaliyu karan, karya, aaghatona","સાંકળીયું કારણ, કાર્ય, આઘાતોનાં",http://s768147321.onlinehome.us/DadaReact/PD/MS07-103.pdf
Gujarati,,,,,Vishwa roopi sanyogona viyogo ye,વીશ્વ રૂપી સંયોગોના વીયોગો યે,http://s768147321.onlinehome.us/DadaReact/PD/MS07-104.pdf
Gujarati,,,,,"Panpanni peli par, keva hoy roop-rang","પાંપણની પેલી પાર, કેવાં હોય રૂપ-રંગ",http://s768147321.onlinehome.us/DadaReact/PD/MS07-105.pdf
Gujarati,,,,,Jyathi juo suryane tyathi prakashe,જ્યાંથી જુઓ સૂર્યને ત્યાંથી પ્રકાશે,http://s768147321.onlinehome.us/DadaReact/PD/MS07-108.pdf
Gujarati,,,,,"Akriya sakriyanu sanyojan, maya mohe mamta","અક્રિય સક્રિયનું સંયોજન, માયા મોહે મમતા",http://s768147321.onlinehome.us/DadaReact/PD/MS08-001.pdf
Gujarati,,,,,"Akhutanand premanand, akshar-dhami avani par","અખૂટાનંદ પ્રેમાનંદ, અક્ષર-ધામી અવનીપર",http://s768147321.onlinehome.us/DadaReact/PD/MS08-002.pdf
Gujarati,,,,,"Anant shakti pragat prerak, sawayam sachchidanand","અનંત શક્તિ પ્રગટ પ્રેરક, સ્વયં સચ્ચિદાનંદ",http://s768147321.onlinehome.us/DadaReact/PD/MS08-003.pdf
Gujarati,,,,,"Ananta janma ogali, male chhe deh manavno","અનંતા જન્મ ઓગાળી, મળે છે દેહ માનવનો",http://s768147321.onlinehome.us/DadaReact/PD/MS08-004.pdf
Gujarati,,,,,"Anadithi doddhan, anischit mukamo","અનાદિથી દોડધામ, અનીશ્ચીત મુકામો",http://s768147321.onlinehome.us/DadaReact/PD/MS08-005.pdf
Gujarati,,,,,Avkashe akshar nibandh-bandhish,અવકાશે અ-ક્ષર નીબંધ-બંદીશ,http://s768147321.onlinehome.us/DadaReact/PD/MS08-007.pdf
Gujarati,,,,,"Ashuddh chittraman, ne buddhijanya chunthachunth","અશુદ્ધ ચીત્તરમણ, ને બુદ્ધિજૈન્ય ચૂંથાચૂંથ",http://s768147321.onlinehome.us/DadaReact/PD/MS08-008.pdf
Gujarati,,,,,"Ahamthi mandi payo man no, mamat-mahale","અહમથી માંડી પાયો મનનો, મમત-મહાલે",http://s768147321.onlinehome.us/DadaReact/PD/MS08-009.pdf
Gujarati,,,,,"agnane bhareli granthio manni, lakhkhan dekhade","અજ્ઞાને ભારેલી ગ્રંથીઓ મનની, લખ્ખણ દેખાડે",http://s768147321.onlinehome.us/DadaReact/PD/MS08-011.pdf
Gujarati,,,,,"Aada ahankare ubhi, kidhal jag-pida ","આડા અહંકારે ઊભી, કીધલ જગ-પીડા",http://s768147321.onlinehome.us/DadaReact/PD/MS08-014.pdf
Gujarati,,,,,"Aatma kabule,""e"" vitragi vani","આત્મા કબુલે, 'ઈ' વીતરાગ વાણી",http://s768147321.onlinehome.us/DadaReact/PD/MS08-015.pdf
Gujarati,,,,,Aasha Sange Kram-ful Khilta Dhire Dhire,"આશા સંગે ક્રમ-ફૂલ ખીલતાં, ધીરે ધીરે",http://s768147321.onlinehome.us/DadaReact/PD/MS08-016.pdf
Gujarati,,,,,"Aankh Saame Janma Maut, vachche avasthani daud","આંખ સામે જન્મ મોત, વચ્ચે અવસ્થાની દોડ",http://s768147321.onlinehome.us/DadaReact/PD/MS08-017.pdf
Gujarati,,,,,"ichchha, aganine vasnanu ghas pathariyu","ઈચ્છા, અગનીને વાસનાનું ઘાસ પાથરીયું",http://s768147321.onlinehome.us/DadaReact/PD/MS08-018.pdf
Gujarati,,,,,karan chhe tya sudhi antahskaran bhay karanthi,"કરણ છે ત્યાં સુધી અંતઃસ્કરણ ભય, કરણથી",http://s768147321.onlinehome.us/DadaReact/PD/MS08-019.pdf
Gujarati,,,,,"kartapadu roop vyavhare, chokhkhi chhe bhranti","કર્તાપદું રૂપ વ્યવહારે, ચોખ્ખી છે ભ્રાંતી",http://s768147321.onlinehome.us/DadaReact/PD/MS08-020.pdf
Gujarati,,,,,"karva yogya chhe, parmarthe-siddh, ""sajivanmurtini""","કરવા યોગ્ય છે, પરમાર્થે-સિદ્ધ, 'સજીવન મૂર્તીની",http://s768147321.onlinehome.us/DadaReact/PD/MS08-022.pdf
Gujarati,,,,,"kayavi dukh-rodna, gamme tya jai gaay","કાયાવી દુઃખ-રોદણાં, ગમ્મે ત્યાં જઈ ગાય",http://s768147321.onlinehome.us/DadaReact/PD/MS08-023.pdf
Gujarati,,,,,"kashta-kath putali, bhamarda jo ramakda","કાષ્ટ-કઠ પુતળી, ભમરડાં જો રમકડાં",http://s768147321.onlinehome.us/DadaReact/PD/MS08-024.pdf
